Make,Vehicle_Class,Engine_Size,Cylinders,Transmission,Fuel_Type,Fuel_Consumption_City,Fuel_Consumption_Hwy,Fuel_Consumption_Comb,Fuel_Consumption_Comb,CO2_Emissions
26,2,3,6,17,4,14.1,9.8,12.4,23,286
26,2,3,6,17,4,14.7,10,12.4,23,293
26,2,3,6,17,4,14.7,9.9,12.6,22,295
26,10,4.7,8,15,4,18.2,11.4,15.1,19,355
26,10,4.7,8,15,4,18.2,11.6,15.2,19,358
26,12,3,6,17,4,16.8,11.9,14.7,19,340
26,12,3,6,17,4,16.8,12.4,14.7,19,346
26,1,3.8,8,17,4,16.1,10.8,13.8,20,321
26,1,3,6,17,4,14.9,10.3,13.1,22,300
26,1,3,6,17,4,15,10.3,13.1,22,301
27,0,2,4,15,3,8.2,6.9,7.6,37,179
27,0,2,4,15,3,8.8,7.5,8.2,34,192
27,11,2,4,25,3,9.4,7.4,8.5,33,199
27,11,2.5,4,15,3,9.8,7.7,8.6,33,204
27,11,2.5,4,15,3,10.2,8.3,9.2,31,221
27,11,2.5,4,15,3,10.6,8.4,9.6,29,225
27,11,2.5,4,15,3,11.5,8.9,10.4,27,242
27,0,2,4,15,3,8.4,6.4,7.5,38,176
27,0,2,4,25,3,8.5,6.2,7.5,38,175
27,0,2,4,25,3,8.5,6.2,7.5,38,175
27,0,2.5,4,15,3,8.8,6.6,7.8,36,182
27,0,2.5,4,15,3,8.5,6.4,7.6,37,176
27,0,2.5,4,25,3,9.3,6.9,8.2,34,194
27,2,2,4,15,3,8.4,6.4,7.5,38,174
27,2,2,4,25,3,8.6,6.4,7.6,37,178
27,2,2.5,4,15,3,9,6.7,7.8,36,183
27,2,2.5,4,15,3,8.7,6.6,7.8,36,181
27,2,2.5,4,25,3,9.6,7,8.4,34,198
27,4,2.5,4,14,3,10.8,8.2,9.6,29,226
27,4,2.5,4,25,3,11.1,8.3,9.8,29,230
27,2,2.5,4,15,3,9.1,6.7,8,35,187
27,2,2.5,4,15,3,8.9,6.7,7.9,36,186
27,2,2.5,4,25,3,9.8,6.9,8.4,34,196
27,13,2,4,15,4,9,6.7,8,35,187
27,13,2,4,25,4,8.9,7.1,8.1,35,190
28,0,4,8,16,4,13.4,9.6,11.7,24,273
28,10,4,8,16,4,14,10.1,12.2,23,291
28,10,4,8,16,4,13.8,10.1,12.1,23,285
28,0,4,8,16,4,13.4,9.6,11.7,24,273
28,10,4,8,16,4,14,10.1,12.2,23,291
28,10,4,8,16,4,13.8,10.1,12.1,23,285
28,0,2,4,16,4,10.7,7.6,9.3,30,221
28,0,5.5,8,16,4,15.1,10.8,13.1,22,308
28,12,5.5,8,16,4,20,16.6,18.5,15,413
28,12,6,12,16,4,22.2,18,20.3,14,467
28,11,2,4,16,4,11.3,8.5,10,28,233
28,11,3,6,6,4,17.4,11.1,14.6,19,353
28,12,3,6,6,4,13.6,10.1,12,24,281
28,12,3,6,6,4,13.6,10.2,12,24,281
28,12,5.5,8,16,4,17.3,13.5,15.6,18,363
28,12,5.5,8,16,4,17.2,12.8,15.2,19,363
28,12,5.5,8,16,4,18.2,14,16.3,17,369
28,13,4,8,16,4,14.5,10.8,12.8,22,303
28,13,4,8,16,4,14.5,10.8,12.8,22,303
28,1,5.5,8,16,4,15.7,10.1,13.2,21,313
28,0,5.5,8,16,4,16.4,10.6,13.8,20,322
28,0,5.5,8,16,4,15.3,10.2,13,22,305
28,1,6,12,16,4,17.6,10.9,14.6,19,349
28,0,6,12,16,4,17.1,11,14.3,20,348
28,0,6,12,16,4,18.7,11.6,15.5,18,365
28,13,5.5,8,16,4,14.7,9.5,12.4,23,298
28,13,6,12,16,4,17.6,10.8,14.5,19,340
28,13,3,6,6,4,11.6,8.2,10.1,28,234
28,2,2,4,16,4,9.7,6.6,8.3,34,179
28,0,2,4,16,4,10.1,7.8,9,31,212
28,10,2,4,6,4,10.8,8,9.5,30,222
28,10,2,4,16,4,10.4,8,9.3,30,218
28,0,2,4,16,4,9.6,6.4,8.1,35,190
28,0,4.7,8,6,4,13.6,9.4,11.7,24,275
28,2,2,4,6,4,10.8,8.1,9.5,30,246
28,2,3,6,6,4,11.8,8.6,10.4,27,245
28,8,3,6,6,4,12.4,9.3,11,26,259
28,10,3,6,16,4,11.5,8.1,10,28,233
28,10,3,6,16,4,11.8,8.4,10.2,28,239
28,10,4.7,8,16,4,13.7,9.2,11.7,24,275
28,10,4.7,8,16,4,13.4,8.9,11.4,25,268
28,12,4,8,16,4,19,16.6,17.9,16,401
28,11,2,4,16,4,10.3,7.6,9.1,31,212
28,11,2,4,16,1,13.6,10,12,24,128
28,11,2,4,6,4,11.1,8.5,10,28,233
28,12,3,6,6,4,13.1,10.1,11.7,24,276
28,12,4.7,8,6,4,15.3,11.3,13.5,21,318
28,12,3,6,6,4,14.4,11.4,13,22,306
28,12,4.7,8,6,4,16.7,12.9,15,19,347
28,1,6,12,16,4,18.2,11,15,19,359
28,7,2,4,16,4,11.1,9.1,10.2,28,240
28,7,2,4,16,4,11.5,9.3,10.5,27,248
28,2,3,6,16,4,12.6,8.6,10.8,26,253
28,2,4.7,8,6,4,14.3,9.2,12,24,280
28,1,4.7,8,6,4,14.3,9.2,12,24,280
28,0,4.7,8,6,4,13.9,9.3,11.8,24,276
28,0,4.7,8,6,4,14.1,9.3,11.9,24,278
28,1,6,12,16,4,17.5,10.8,14.5,19,350
28,13,3,6,6,4,11.5,8.4,10.1,28,237
28,13,4.7,8,6,4,13.6,9.5,11.7,24,275
28,13,2,4,6,4,9.5,7.2,8.5,33,200
29,10,1.5,3,15,4,8.8,6.8,7.9,36,184
29,10,1.5,3,25,4,8.5,6.2,7.5,38,175
29,10,1.5,3,15,4,8.8,6.8,7.9,36,184
29,10,1.5,3,25,4,8.5,6.3,7.5,38,175
29,2,1.5,3,15,4,9.5,7.2,8.4,34,197
29,2,1.5,3,25,4,9.6,7,8.4,34,197
29,2,1.5,3,17,4,10.2,7.8,9.1,31,213
29,2,1.5,3,25,4,10.6,7.4,9.1,31,214
29,3,1.5,3,15,4,8.8,6.8,7.9,36,184
29,3,1.5,3,25,4,8.5,6.3,7.5,38,175
29,2,1.5,3,15,4,9.5,7.2,8.4,34,197
29,2,1.5,3,25,4,9.6,7,8.4,34,197
29,2,1.5,3,17,4,10.3,7.9,9.2,31,215
29,2,1.5,3,25,4,10.6,7.4,9.1,31,214
29,10,2,4,15,4,9.3,7.2,8.3,34,196
29,10,2,4,25,4,10.2,7.3,8.9,32,210
29,10,2,4,15,4,9.3,7.2,8.3,34,196
29,10,2,4,25,4,10.2,7.3,8.9,32,210
29,2,2,4,17,4,10,7.2,8.7,32,205
29,2,2,4,25,4,10.8,7.7,9.4,30,220
29,2,2,4,17,4,10.2,7.4,9,31,210
29,2,2,4,25,4,11.4,7.8,9.7,29,227
29,3,2,4,15,4,9.4,7.2,8.4,34,196
29,3,2,4,25,4,10.2,7.3,8.9,32,210
29,2,2,4,17,4,10.5,7.4,9.1,31,213
29,2,2,4,25,4,11.3,7.7,9.7,29,227
29,10,2,4,15,4,9.3,7.2,8.3,34,196
29,10,2,4,25,4,10.2,7.3,8.9,32,210
29,2,2,4,17,4,10.2,7.4,9,31,210
29,2,2,4,25,4,11.4,7.8,9.7,29,227
29,3,2,4,15,4,9.4,7.2,8.4,34,196
29,3,2,4,25,4,10.8,7.7,9.4,30,220
30,0,2,4,21,3,8.7,6.9,7.9,36,183
30,0,2,4,24,3,9.7,7.1,8.5,33,200
30,0,2.4,4,21,3,9.9,7.7,8.9,32,206
30,0,2.4,4,24,3,10.5,7.8,9.3,30,218
30,0,2.4,4,21,3,10.2,7.9,9.2,31,212
30,9,2,4,21,3,9.3,7.2,8.4,34,194
30,9,2,4,24,3,9.9,7.3,8.7,32,205
30,0,1.2,3,19,3,6.4,5.5,6,47,141
30,0,1.2,3,24,3,7.1,5.8,6.5,43,150
30,0,1.2,3,19,3,6.9,5.7,6.4,44,149
30,0,1.2,3,24,3,7.2,5.9,6.6,43,155
30,11,2.4,4,21,3,9.2,7.5,8.4,34,197
30,11,2.4,4,21,3,9.8,8.1,9,31,211
30,11,3,6,15,4,11.9,8.5,10.4,27,242
30,11,2,4,21,3,9.7,7.8,8.8,32,204
30,11,2,4,24,3,10.3,8.2,9.3,30,216
30,11,2,4,21,3,10.1,8.2,9.2,31,213
31,13,3.7,6,16,4,12.6,9.3,11.1,25,261
31,13,3.7,6,25,4,13.3,9.3,11.5,25,269
31,13,3.7,6,16,4,13,9.7,11.5,25,270
31,13,3.7,6,25,4,13.6,9.7,11.8,24,278
31,2,2.5,4,19,3,8.8,6,7.5,38,176
31,2,3.5,6,22,3,10.6,7.3,9.1,31,214
31,2,2.5,4,22,3,8.8,6.5,7.8,36,183
31,12,5.6,8,16,3,17.5,12.9,15.4,18,362
31,5,2.5,4,2,3,13.5,10.5,12.2,23,286
31,5,2.5,4,24,3,12.2,10.4,11.4,25,268
31,5,4,6,2,3,14.8,10.6,12.9,22,304
31,5,4,6,2,3,15.8,11.5,13.8,20,326
31,5,4,6,25,3,15.1,11.5,13.5,21,317
31,10,3.8,6,8,4,14.5,10.7,12.8,22,300
31,9,1.6,4,22,4,8.5,7.5,8,35,189
31,9,1.6,4,25,4,8.6,7.2,8,35,188
31,9,1.6,4,22,4,9,7.8,8.4,34,199
31,9,1.6,4,25,4,9,7.6,8.4,34,197
31,9,1.6,4,23,4,9.5,8.3,8.9,32,209
31,2,3.5,6,22,4,11.1,7.8,9.6,29,225
31,0,1.6,4,1,3,8.9,6.8,7.9,36,186
31,0,1.6,4,24,3,8.7,6.8,7.9,36,185
31,8,3.5,6,22,3,11,8.3,9.8,29,230
31,8,3.5,6,22,3,11.2,8.4,9.9,29,232
31,7,2,4,19,3,9.8,9,9.4,30,220
31,11,3.5,6,19,3,11.6,8.5,10.2,28,240
31,11,3.5,6,19,3,12.1,8.9,10.7,26,250
31,11,3.5,6,19,3,12.4,9.2,11,26,258
31,9,2,4,19,3,8.8,7.3,8.1,35,191
31,9,2,4,25,3,10,8.1,9.2,31,216
31,9,2,4,19,3,9.1,7.5,8.4,34,197
31,11,2.5,4,19,3,9.2,7,8.2,34,192
31,11,2.5,4,19,3,9.6,7.4,8.6,33,203
31,2,1.6,4,22,4,8.9,7.3,8.2,34,193
31,2,1.6,4,25,4,9.1,7.3,8.3,34,195
31,2,1.8,4,19,3,8.1,6.3,7.3,39,171
31,2,1.8,4,25,3,9,6.8,8,35,187
31,2,1.6,4,22,4,9.4,7.8,8.7,32,205
31,2,1.6,4,25,4,9.5,7.6,8.7,32,204
31,6,5.6,8,16,3,15,11.2,13.3,21,312
31,6,5.6,8,16,3,15.2,11.1,13.4,21,315
31,6,5.6,8,16,3,16,12,14.2,20,333
31,2,1.6,4,19,3,7.6,6.2,7,40,164
31,2,1.6,4,24,3,8.6,6.6,7.7,37,180
32,3,3,6,9,4,10.6,8,9.4,30,221
32,3,3,6,26,4,11.8,8.1,10.1,28,237
32,3,3,6,9,4,10.8,8.3,9.7,29,227
32,3,3,6,26,4,12,8.2,10.3,27,241
32,3,3,6,9,4,10.8,8.3,9.7,29,226
32,3,3,6,26,4,12.1,8.3,10.4,27,242
32,3,3,6,9,4,10.8,8.4,9.7,29,228
32,3,3,6,26,4,12.1,8.3,10.4,27,243
32,3,3,6,9,4,10.7,8.3,9.6,29,225
32,3,3,6,26,4,12.1,8.3,10.4,27,242
32,3,3,6,9,4,11,8.4,9.8,29,230
32,3,3,6,26,4,12.2,8.5,10.5,27,246
32,3,3,6,9,4,11,8.5,9.9,29,232
32,3,3,6,26,4,12.1,8.4,10.4,27,243
32,3,3,6,9,4,10.9,8.5,9.9,29,231
32,3,3,6,26,4,12.2,8.5,10.5,27,246
32,3,3,6,9,4,10.9,8.4,9.8,29,228
32,3,3,6,26,4,12.2,8.5,10.5,27,246
32,3,3,6,9,4,11.1,8.6,10,28,233
32,3,3,6,26,4,12.2,8.5,10.5,27,246
32,3,3.8,6,9,4,12.6,9.9,11.4,25,266
32,3,3.8,6,9,4,12.6,9.9,11.4,25,267
32,3,3.8,6,9,4,12.6,9.9,11.4,25,266
32,3,3.8,6,9,4,12.6,9.9,11.4,25,267
32,13,2,4,9,4,10.5,8,9.4,30,219
32,13,2,4,25,4,11,8.3,9.8,29,229
32,13,2.5,4,9,4,11,8.4,9.9,29,230
32,13,2.5,4,25,4,12.1,9,10.7,26,249
32,12,3.6,6,5,4,12.9,9.7,11.5,25,268
32,12,3.6,6,5,4,13.6,10.2,12.1,23,281
32,12,3.6,6,5,4,13.9,9.6,12,24,281
32,12,3.6,6,5,4,14.5,10.4,12.6,22,296
32,12,4.8,8,5,4,16.7,11.2,14.2,20,334
32,12,4.8,8,5,4,16.7,11.2,14.2,20,334
32,13,2,4,9,4,10.5,8,9.4,30,219
32,13,2,4,25,4,11,8.3,9.8,29,229
32,13,2.5,4,9,4,11,8.4,9.9,29,230
32,13,2.5,4,25,4,12.1,9,10.7,26,249
32,11,2,4,4,4,11.6,9.3,10.6,27,248
32,11,3,6,4,4,13.7,10.3,12.2,23,285
32,11,3,6,4,4,13.8,10.3,12.3,23,287
32,11,3.6,6,4,4,14.2,10.1,12.3,23,287
33,6,3.6,6,5,3,13.9,9.6,11.9,24,280
33,6,3.6,6,5,1,19.7,13.8,17,17,283
33,6,5.7,8,3,3,17,12,14.8,19,346
33,6,5.7,8,5,3,15.7,11,13.6,21,319
33,6,3,6,5,0,11.8,8.6,10.4,27,278
33,6,3.6,6,5,3,14.5,10.2,12.6,22,294
33,6,3.6,6,5,1,20.7,14.7,18,16,300
33,6,5.7,8,3,3,17.5,12.7,15.4,18,361
33,6,5.7,8,5,3,16.1,11.5,14,20,328
33,6,3,6,5,0,12.3,8.8,10.8,26,289
33,7,2.4,4,6,3,11.2,8.3,9.9,29,232
34,0,6.6,12,17,4,20,12.6,16.7,17,390
34,1,6.6,12,17,4,20,12.6,16.7,17,390
34,1,6.6,12,17,4,20,12.6,16.7,17,390
34,1,6.7,12,17,4,20.7,12.7,17.1,17,400
34,1,6.7,12,17,4,20.7,12.7,17.1,17,400
34,0,6.7,12,17,4,20.7,12.7,17.1,17,400
34,0,6.7,12,17,4,20.6,12.8,17.1,17,401
34,2,6.6,12,17,4,19,12.5,16.1,18,375
36,13,0.9,3,8,4,7,6.3,6.7,42,152
38,3,2,4,15,4,9.7,7.2,8.6,33,200
38,3,2,4,25,4,11.1,8,9.7,29,228
38,11,2,4,21,3,9.1,7.2,8.2,34,193
38,11,2,4,24,3,10.3,7.8,9.2,31,216
38,11,2,4,23,4,10.2,8.6,9.5,30,223
38,11,2.5,4,21,3,9.2,7.4,8.4,34,196
38,11,2.5,4,25,3,10.9,8.3,9.7,29,228
38,2,2,4,22,3,8.3,6.4,7.5,38,174
38,2,2,4,24,3,10,7.5,8.9,32,208
38,9,2,4,22,3,8.4,6.5,7.5,38,176
38,9,2,4,24,3,10.1,7.7,9,31,211
38,2,2.5,4,21,3,9.3,7,8.3,34,194
38,2,2.5,4,25,3,10.7,7.9,9.5,30,222
38,2,3.6,6,21,3,11.9,8.3,10.3,27,241
38,11,2.5,4,21,3,9.4,7.3,8.4,34,198
38,11,2.5,4,25,3,11,8.3,9.8,29,229
38,11,3.6,6,21,3,12,8.7,10.5,27,247
38,0,2,4,23,4,12.5,9.6,11.2,25,255
38,0,2,4,25,4,11.3,8.5,10,28,235
38,0,2.5,4,25,4,13.8,10.2,12.2,23,285
39,12,4,6,14,3,14.3,12,13.3,21,310
39,12,4,6,14,3,14.3,12,13.3,21,310
39,3,2,4,15,4,9.9,7.3,8.7,32,204
39,3,2,4,25,4,11.3,8.3,9.9,29,232
39,2,3.5,6,15,3,11.4,7.7,9.7,29,226
39,2,2.5,4,15,3,9.8,7.1,8.6,33,199
39,2,3.5,6,15,3,11,7.8,9.6,29,224
39,2,2.5,4,19,3,5.6,6.2,5.9,48,137
39,2,2.5,4,19,3,5.8,6.3,6,47,141
39,2,1.8,4,19,3,8.3,6.5,7.5,38,174
39,2,1.8,4,22,3,8.3,6.7,7.5,38,178
39,2,1.8,4,25,3,8.4,6.5,7.5,38,176
39,2,1.8,4,19,3,7.8,5.9,6.9,41,163
39,2,1.8,4,19,3,8,6.3,7.2,39,168
39,2,1.8,4,22,3,8.3,6.5,7.5,38,176
39,2,1.8,4,25,3,8.8,6.8,7.9,36,185
39,11,3.5,6,17,3,11.8,8.7,10.3,27,243
39,12,3.5,6,17,3,12.1,9,10.6,27,251
39,12,3.5,6,17,3,12,8.9,10.6,27,247
39,12,3.5,6,17,3,11.7,8.8,10.4,27,242
39,12,3.5,6,21,3,8.1,8.5,8.3,34,193
39,2,1.8,4,19,3,4.4,4.6,4.5,63,105
39,0,1.5,4,19,3,4.9,5.5,5.1,55,120
39,8,1.8,4,19,3,5.5,6,5.8,49,135
39,11,2.5,4,15,3,10.3,8,9.2,31,217
39,11,2.5,4,15,3,10,7.8,9,31,210
39,11,2.5,4,15,3,10.5,8.3,9.5,30,222
39,11,2.5,4,15,3,10.7,8.4,9.7,29,226
39,11,2.5,4,21,3,6.9,7.8,7.3,39,170
39,12,5.7,8,15,3,18.7,13.8,16.5,17,380
39,4,3.5,6,17,3,12.5,8.9,10.9,26,255
39,4,3.5,6,17,3,13.4,9.6,11.7,24,274
39,5,2.7,4,15,3,12.1,10.1,11.2,25,263
39,5,3.5,6,15,3,12.6,10,11.4,25,268
39,5,2.7,4,15,3,12.7,10.6,11.7,24,274
39,5,2.7,4,24,3,12.4,11.4,11.9,24,279
39,5,3.5,6,15,3,13.2,10.7,12,24,283
39,5,3.5,6,25,3,13.8,11.6,12.8,22,301
39,5,3.5,6,25,3,13.8,11.7,12.9,22,300
39,6,4.6,8,15,3,15.8,12.3,14.2,20,334
39,6,5.7,8,15,3,17.2,12.9,15.3,18,358
39,6,4.6,8,15,3,16.8,12.6,14.9,19,349
39,6,5.7,8,15,3,18.1,13.9,16.2,17,378
39,0,1.5,4,15,3,7.3,5.8,6.6,43,155
39,0,1.5,4,25,3,7.8,6,6.8,42,164
39,0,1.5,4,1,3,7.9,6.8,7.4,38,173
39,0,1.5,4,24,3,7.8,6.5,7.2,39,168
40,0,1.8,4,15,3,9.7,7.2,8.5,33,199
40,0,1.8,4,24,3,9.5,7.1,8.4,34,198
40,0,1.8,4,15,3,9.6,7.5,8.6,33,201
40,10,1.8,4,15,3,9.7,7.2,8.5,33,199
40,0,3.6,6,15,3,13.9,9.3,11.8,24,277
40,0,1.8,4,15,3,9.4,6.7,8.2,34,192
40,0,1.8,4,24,3,9.3,6.6,8.1,35,190
40,0,2,4,8,3,9.6,7.2,8.5,33,199
40,0,2,4,25,3,9.7,7,8.5,33,198
40,0,2,4,8,4,10.4,7.9,9.3,30,216
40,0,2,4,25,4,10.9,7.7,9.4,30,220
40,9,1.8,4,8,3,10.6,8,9.4,30,220
40,9,1.8,4,15,3,9.3,6.9,8.2,34,192
40,9,1.8,4,24,3,9.6,6.8,8.3,34,194
40,9,1.8,4,8,3,10.6,8,9.4,30,220
40,0,1.4,4,15,3,8.5,6.2,7.4,38,175
40,0,1.4,4,24,3,8.3,5.9,7.2,39,168
40,0,1.8,4,8,3,9.4,6.8,8.2,34,193
40,0,2,4,15,3,9.8,7.4,8.7,32,205
40,0,2,4,25,3,10.2,7.2,8.9,32,208
40,2,1.8,4,15,3,10.1,7,8.7,32,204
40,2,3.6,6,8,3,11.9,8.5,10.4,27,242
40,11,2,4,15,4,11.7,9.6,10.7,26,256
40,11,2,4,15,4,12,10,11.1,25,263
40,12,3.6,6,17,3,13.8,10.4,12.2,23,287
41,0,2,4,17,3,9.6,7,8.4,34,198
41,0,2,4,17,3,10.7,7.8,9.4,30,219
41,0,2,4,17,3,9.6,7,8.4,34,198
41,0,2,4,17,3,10.7,7.8,9.4,30,219
41,0,2,4,17,4,10.9,7.7,9.5,30,221
41,0,2,4,17,4,11.8,8.5,10.3,27,241
41,0,2,4,17,3,10.8,7.8,9.4,30,220
41,2,2,4,17,4,10.1,7,8.7,32,204
41,2,2,4,17,4,10.8,7.6,9.4,30,219
41,9,2,4,17,3,9.6,7,8.4,34,198
41,9,2,4,17,3,10.7,7.8,9.4,30,219
41,9,2,4,17,4,10.9,7.7,9.5,30,221
41,9,2,4,17,4,11.8,8.5,10.3,27,241
41,9,2,4,17,3,10.8,7.8,9.4,30,220
41,8,2,4,17,4,10.1,7,8.7,32,204
41,8,2,4,17,4,10.8,7.6,9.4,30,219
41,8,2,4,17,4,10.7,7.9,9.4,30,221
41,11,2,4,17,3,10.4,7.8,9.2,31,216
41,11,2,4,17,3,11.3,8.4,10,28,233
41,11,2,4,17,4,11.7,8.7,10.4,27,244
41,12,2,4,17,4,10.6,9.1,10,28,232
41,12,2,4,17,4,10.8,9.5,10.2,28,239
41,12,2,4,17,4,11.5,9.6,10.6,27,249
0,0,2.4,4,10,4,9.4,6.8,8.2,34,192
0,11,3.5,6,18,4,12.6,9,11,26,259
0,11,3.5,6,18,4,12.2,9,10.7,26,251
0,11,3,6,9,4,9.1,9,9,31,210
0,13,3.5,6,11,4,11.1,10.8,11,26,261
0,11,3.5,6,15,4,12.4,8.7,10.7,26,250
0,2,3.5,6,9,4,8.4,8.2,8.4,34,196
0,0,2.4,4,10,4,10,7.1,8.7,32,205
0,0,2.4,4,10,4,10.2,7.4,8.9,32,209
0,0,3.5,6,18,4,11.4,7.7,9.8,29,228
0,0,3.5,6,18,4,12,8.2,10.3,27,240
1,13,1.8,4,8,4,9.7,6.9,8.4,34,197
1,13,1.8,4,8,4,9.7,6.9,8.4,34,197
1,2,2,4,5,4,10,7.2,8.7,32,205
1,2,2,4,5,4,10.5,7.7,9.2,31,217
1,2,2.9,6,5,4,13.8,9.6,11.9,24,280
1,11,2,4,5,4,10.8,8.3,9.6,29,226
1,11,2.9,6,5,4,14.1,10.4,12.4,23,292
2,3,4,8,5,4,13,9.8,11.5,25,271
2,3,5.2,12,5,4,15.5,11.4,13.7,21,322
2,10,6,12,5,4,16.7,10.9,14.1,20,332
2,3,6,12,5,4,17.5,11.4,14.7,19,346
3,10,2,4,9,3,9.1,6.8,8,35,188
3,10,2,4,8,3,9.7,7.5,8.7,32,205
3,10,2,4,8,3,10.8,8,9.5,30,223
3,0,2,4,9,4,8.6,6.4,7.6,37,177
3,0,2,4,9,4,10,7,8.7,32,203
3,0,2,4,25,4,9.9,7.1,8.7,32,204
3,9,2,4,9,4,10.5,7.9,9.3,30,217
3,10,2,4,9,4,10,7,8.7,32,203
3,10,2,4,25,4,9.9,7.1,8.7,32,204
3,10,2,4,9,4,10,7,8.7,32,203
3,2,2,4,9,4,10,7,8.7,32,203
3,2,2,4,17,4,10.6,7.5,9.2,31,216
3,2,3,6,17,4,11.5,8.2,10,28,235
3,2,3,6,17,4,11.5,8.2,10,28,235
3,1,3,6,17,4,12.6,8,10.5,27,247
3,1,4,8,17,4,15.1,9.1,12.4,23,290
3,1,4,8,17,4,15.1,9.1,12.4,23,290
3,0,2,4,15,4,11.6,8.3,10.1,28,236
3,0,2,4,15,4,11.9,8.4,10.3,27,240
3,11,2,4,16,4,10.4,8.6,9.6,29,226
3,12,2,4,17,4,12.2,9.5,11,26,258
3,12,3,6,17,4,12.6,9.4,11.1,25,260
3,13,5.2,10,9,4,16,9.5,13.1,22,304
3,13,5.2,10,9,4,17.1,11.3,14.5,19,338
3,13,5.2,10,9,4,17.1,11.3,14.5,19,338
3,10,2.5,5,9,4,12.4,8.3,10.5,27,248
3,10,2.9,6,10,4,12.9,8.9,11.1,25,260
3,2,4,8,17,4,17,9.6,13.7,21,318
3,10,2,4,9,4,10.6,8.3,9.6,29,223
3,0,3,6,10,4,11.5,8,9.9,29,232
3,10,3,6,10,4,11.5,8,9.9,29,232
3,10,3,6,10,4,11.9,8.1,10.2,28,239
3,2,3,6,10,4,11.5,8,9.9,29,232
3,2,4,8,9,4,15,10,12.8,22,298
3,2,4,8,9,4,15,10,12.8,22,298
3,2,4,8,17,4,16.2,9.9,13.4,21,313
3,11,3,6,10,4,12.7,10,11.5,25,270
3,10,2,4,8,3,10.1,7.8,9.1,31,209
3,13,2,4,8,3,10.1,7.8,9.1,31,209
3,10,2.5,5,9,4,12.3,8.2,10.5,27,245
3,10,2,4,8,4,10.3,8.6,9.5,30,222
4,12,6,12,17,4,18.8,12.2,15.9,18,370
4,0,6,12,17,4,20.4,12,16.6,17,389
4,0,6,12,17,4,20.4,12,16.6,17,389
4,2,4,8,17,4,18.8,10.7,15.1,19,353
4,2,6,12,17,4,20.4,12,16.6,17,389
4,2,6.8,8,17,4,20.9,13,17.3,16,405
5,10,2,4,17,4,9.8,6.8,8.4,34,197
5,10,2,4,25,4,11.1,7.3,9.4,30,219
5,10,2,4,17,4,10.2,7.2,8.9,32,208
5,10,2,4,17,4,9.9,7.1,8.6,33,202
5,0,2,4,17,0,7.8,5.9,7,40,184
5,9,2,4,17,0,7.8,5.9,7,40,184
5,0,2,4,17,4,10.2,7.2,8.9,32,208
5,1,2,4,17,4,10.2,7.2,8.9,32,208
5,9,2,4,17,4,10.2,7.2,8.9,32,208
5,0,3,6,17,4,9.2,6.2,7.8,36,183
5,0,3,6,25,4,12.1,8.1,10.3,27,240
5,0,3,6,17,4,11.1,7.5,9.5,30,223
5,0,3,6,25,4,12.2,8.4,10.5,27,245
5,1,3,6,17,4,11.8,7.9,10,28,235
5,10,2,4,17,4,10.7,7.3,9.1,31,214
5,0,2,4,17,4,10.2,7.2,8.9,32,208
5,0,2,4,17,4,10.2,7.2,8.9,32,208
5,0,3,6,17,4,9.2,6.2,7.8,36,183
5,0,3,6,25,4,12.1,8.1,10.3,27,240
5,10,3,6,17,4,11.8,7.9,10,28,235
5,0,3,6,17,4,11.1,7.5,9.5,30,223
5,0,3,6,25,4,12.2,8.4,10.5,27,245
5,0,3,6,17,4,11.1,7.5,9.5,30,223
5,2,2,4,17,4,10.2,7.2,8.9,32,208
5,2,3,6,17,4,11.6,8.1,10,28,236
5,10,3,6,17,4,12.3,8.4,10.5,27,248
5,0,3,6,17,4,12.3,8.4,10.5,27,248
5,1,3,6,17,4,11.9,8.4,10.3,27,241
5,10,4.4,8,17,4,14.7,9.6,12.4,23,292
5,10,4.4,8,17,4,14,10,12.2,23,286
5,0,4.4,8,17,4,14.7,9.6,12.4,23,292
5,1,4.4,8,17,4,14.7,9.6,12.4,23,292
5,1,4.4,8,17,4,14.3,9.4,12.1,23,283
5,0,4.4,8,17,4,14.7,9.6,12.4,23,292
5,10,3,6,9,4,11.8,8.9,10.5,27,245
5,10,3,6,25,4,13.1,9.2,11.4,25,267
5,10,3,6,17,4,10.9,7.7,9.5,30,222
5,10,3,6,25,4,12.7,8.7,10.9,26,255
5,10,3,6,17,4,10.9,7.7,9.5,30,222
5,10,3,6,25,4,12.5,8.4,10.7,26,249
5,10,3,6,17,4,11.2,7.8,9.7,29,227
5,10,3,6,17,4,11.2,7.8,9.7,29,227
5,0,3,6,9,4,13.5,9.9,11.9,24,280
5,0,3,6,25,4,13.5,9.3,11.6,24,273
5,10,3,6,9,4,14.5,10.5,12.7,22,299
5,10,3,6,25,4,13.8,9.4,11.9,24,280
5,0,3,6,9,4,13.5,9.9,11.9,24,280
5,0,3,6,25,4,13.5,9.3,11.6,24,273
5,2,4.4,8,17,4,14.3,9.4,12.1,23,283
5,10,4.4,8,9,4,17.3,11.6,14.7,19,344
5,10,4.4,8,25,4,16.2,10.9,13.8,20,324
5,10,4.4,8,9,4,17.3,11.6,14.7,19,344
5,10,4.4,8,25,4,16.2,10.9,13.8,20,324
5,0,4.4,8,9,4,17.3,11.6,14.7,19,344
5,0,4.4,8,25,4,16.2,10.9,13.8,20,324
5,1,6.6,12,17,4,17.7,11.9,15.1,19,355
